Environmental package	Structured comment name	Example	Requirement	schemasheets cardinality	cardinality	recommended	github ticket
HumanAssociated	host_phenotype	Tinnitus [HP:0000360]	X				
HumanAssociated	host_pulse	65 beats per minute	X				
HumanAssociated	host_sex	non-binary	X				
HumanAssociated	host_subject_id	MPI123	X				
HumanAssociated	host_symbiont	flukeworms	X				
HumanAssociated	host_tot_mass	65 kilogram	X				
HumanAssociated	ihmc_medication_code	810	X				
HumanAssociated	kidney_disord		X				
HumanAssociated	maternal_health_stat		X				
HumanAssociated	medic_hist_perform	TRUE	X				
HumanAssociated	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
HumanAssociated	nose_throat_disord		X				
HumanAssociated	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
HumanAssociated	oxy_stat_samp	aerobic	X				
HumanAssociated	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
HumanAssociated	pet_farm_animal	yes; 5 cats	X				
HumanAssociated	project_name	Forest soil metagenome	M				
HumanAssociated	pulmonary_disord		X				
HumanAssociated	salinity	25 practical salinity unit	X				
HumanAssociated	samp_name	ISDsoil1	M				
HumanAssociated	samp_store_dur	P1Y6M	X				
HumanAssociated	samp_store_loc	Freezer no:5	X				
HumanAssociated	samp_store_temp	-80 degree Celsius	X				
HumanAssociated	samp_vol_we_dna_ext	1500 milliliter	X				
HumanAssociated	smoker	yes	X				
HumanAssociated	study_complt_stat	no;non-compliance	X				
HumanAssociated	temp	25 degree Celsius	X				
HumanAssociated	travel_out_six_month		X				
HumanAssociated	twin_sibling	yes	X				
HumanAssociated	urine_collect_meth	catheter	X				
HumanAssociated	urogenit_tract_disor		X				
HumanAssociated	weight_loss_3_month	yes;5 kilogram	X				
HumanGut	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X				
HumanGut	ethnicity	native american	X				
HumanGut	gastrointest_disord		X				
HumanGut	host_age	30 years	X				
HumanGut	host_body_mass_index	22 kilogram per square meter	X				
HumanGut	host_body_product	Portion of mucus [fma66938]	X				
HumanGut	host_body_site	Wall of gut [fma45653]	X				
HumanGut	host_body_temp	36.5 degree Celsius	X				
HumanGut	host_diet	high-fat	X				
HumanGut	host_disease_stat	measles [DOID:8622]	X				
HumanGut	host_family_relation	mother;ID298	X				
HumanGut	host_genotype	ST1	X				
HumanGut	host_height	1.75 meter	X				
HumanGut	host_last_meal	french fries;P5H30M	X				
HumanGut	host_occupation	veterinary	X				
HumanGut	host_phenotype	Tinnitus [HP:0000360]	X				
HumanGut	host_pulse	65 beats per minute	X				
HumanGut	host_sex	non-binary	X				
HumanGut	host_subject_id	MPI123	X				
HumanGut	host_symbiont	flukeworms	X				
HumanGut	host_tot_mass	65 kilogram	X				
HumanGut	ihmc_medication_code	810	X				
HumanGut	liver_disord		X				
HumanGut	medic_hist_perform	TRUE	X				
HumanGut	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
HumanGut	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
HumanGut	oxy_stat_samp	aerobic	X				
HumanGut	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
HumanGut	project_name	Forest soil metagenome	M				
HumanGut	salinity	25 practical salinity unit	X				
HumanGut	samp_name	ISDsoil1	M				
HumanGut	samp_store_dur	P1Y6M	X				
HumanGut	samp_store_loc	Freezer no:5	X				
HumanGut	samp_store_temp	-80 degree Celsius	X				
HumanGut	samp_vol_we_dna_ext	1500 milliliter	X				
HumanGut	special_diet	other:vegan	X				
HumanGut	temp	25 degree Celsius	X				
HumanOral	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X				
HumanOral	ethnicity	native american	X				
HumanOral	host_age	30 years	X				
HumanOral	host_body_mass_index	22 kilogram per square meter	X				
HumanOral	host_body_product	Portion of mucus [fma66938]	X				
HumanOral	host_body_site	Epithelium of tongue [fma284658]	X				
HumanOral	host_body_temp	36.5 degree Celsius	X				
HumanOral	host_diet	high-fat	X				
HumanOral	host_disease_stat	measles [DOID:8622]	X				
HumanOral	host_family_relation	mother;ID298	X				
HumanOral	host_genotype	ST1	X				
HumanOral	host_height	1.75 meter	X				
HumanOral	host_last_meal	french fries;P5H30M	X				
HumanOral	host_occupation	veterinary	X				
HumanOral	host_phenotype	Tinnitus [HP:0000360]	X				
HumanOral	host_pulse	65 beats per minute	X				
HumanOral	host_sex	non-binary	X				
HumanOral	host_subject_id	MPI123	X				
HumanOral	host_symbiont	flukeworms	X				
HumanOral	host_tot_mass	65 kilogram	X				
HumanOral	ihmc_medication_code	810	X				
HumanOral	medic_hist_perform	TRUE	X				
HumanOral	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
HumanOral	nose_throat_disord		X				
HumanOral	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
HumanOral	oxy_stat_samp	aerobic	X				
HumanOral	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
HumanOral	project_name	Forest soil metagenome	M				
HumanOral	salinity	25 practical salinity unit	X				
HumanOral	samp_name	ISDsoil1	M				
HumanOral	samp_store_dur	P1Y6M	X				
HumanOral	samp_store_loc	Freezer no:5	X				
HumanOral	samp_store_temp	-80 degree Celsius	X				
HumanOral	samp_vol_we_dna_ext	1500 milliliter	X				
HumanOral	temp	25 degree Celsius	X				
HumanOral	time_last_toothbrush	P2H45M	X				
HumanSkin	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X				
HumanSkin	dermatology_disord		X				
HumanSkin	dominant_hand	right	X				
HumanSkin	ethnicity	native american	X				
HumanSkin	host_age	30 years	X				
HumanSkin	host_body_mass_index	22 kilogram per square meter	X				
HumanSkin	host_body_product	Portion of mucus [fma66938]	X				
HumanSkin	host_body_site	Skin of palm of left hand [fma38303]	X				
HumanSkin	host_body_temp	36.5 degree Celsius	X				
HumanSkin	host_diet	high-fat	X				
HumanSkin	host_disease_stat	measles [DOID:8622]	X				
HumanSkin	host_family_relation	mother;ID298	X				
HumanSkin	host_genotype	ST1	X				
HumanSkin	host_height	1.75 meter	X				
HumanSkin	host_last_meal	french fries;P5H30M	X				
HumanSkin	host_occupation	veterinary	X				
HumanSkin	host_phenotype	Tinnitus [HP:0000360]	X				
HumanSkin	host_pulse	65 beats per minute	X				
HumanSkin	host_sex	non-binary	X				
HumanSkin	host_subject_id	MPI123	X				
HumanSkin	host_symbiont	flukeworms	X				
HumanSkin	host_tot_mass	65 kilogram	X				
HumanSkin	ihmc_medication_code	810	X				
HumanSkin	medic_hist_perform	TRUE	X				
HumanSkin	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
HumanSkin	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
HumanSkin	oxy_stat_samp	aerobic	X				
HumanSkin	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
HumanSkin	project_name	Forest soil metagenome	M				
HumanSkin	salinity	25 practical salinity unit	X				
HumanSkin	samp_name	ISDsoil1	M				
HumanSkin	samp_store_dur	P1Y6M	X				
HumanSkin	samp_store_loc	Freezer no:5	X				
HumanSkin	samp_store_temp	-80 degree Celsius	X				
HumanSkin	samp_vol_we_dna_ext	1500 milliliter	X				
HumanSkin	temp	25 degree Celsius	X				
HumanSkin	time_since_last_wash	P1D	X				
HumanVaginal	birth_control		X				
HumanVaginal	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X				
HumanVaginal	douche	5/11/18	X				
HumanVaginal	ethnicity	native american	X				
HumanVaginal	gynecologic_disord		X				
HumanVaginal	host_age	30 years	X				
HumanVaginal	host_body_mass_index	22 kilogram per square meter	X				
HumanVaginal	host_body_product	Portion of mucus [fma66938]	X				
HumanVaginal	host_body_site	Ectocervix [fma86484]	X				
HumanVaginal	host_body_temp	36.5 degree Celsius	X				
HumanVaginal	host_diet	high-fat	X				
HumanVaginal	host_disease_stat	measles [DOID:8622]	X				
HumanVaginal	host_family_relation	mother;ID298	X				
HumanVaginal	host_genotype	ST1	X				
HumanVaginal	host_height	1.75 meter	X				
HumanVaginal	host_last_meal	french fries;P5H30M	X				
HumanVaginal	host_occupation	veterinary	X				
HumanVaginal	host_phenotype	Tinnitus [HP:0000360]	X				
HumanVaginal	host_pulse	65 beats per minute	X				
HumanVaginal	host_sex	non-binary	X				
HumanVaginal	host_subject_id	MPI123	X				
HumanVaginal	host_symbiont	flukeworms	X				
HumanVaginal	host_tot_mass	65 kilogram	X				
HumanVaginal	hrt	5/11/18	X				
HumanVaginal	hysterectomy	no	X				
HumanVaginal	ihmc_medication_code	810	X				
HumanVaginal	medic_hist_perform	TRUE	X				
HumanVaginal	menarche	5/11/18	X				
HumanVaginal	menopause	5/11/18	X				
HumanVaginal	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
HumanVaginal	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
HumanVaginal	oxy_stat_samp	aerobic	X				
HumanVaginal	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
HumanVaginal	pregnancy	5/11/18	X				
HumanVaginal	project_name	Forest soil metagenome	M				
HumanVaginal	salinity	25 practical salinity unit	X				
HumanVaginal	samp_name	ISDsoil1	M				
HumanVaginal	samp_salinity	1 milligram per liter	X				TRUE
HumanVaginal	samp_store_dur	P1Y6M	X				
HumanVaginal	samp_store_loc	Freezer no:5	X				
HumanVaginal	samp_store_temp	-80 degree Celsius	X				
HumanVaginal	samp_vol_we_dna_ext	1500 milliliter	X				
HumanVaginal	sexual_act		X				
HumanVaginal	temp	25 degree Celsius	X				
HumanVaginal	urogenit_disord		X				
HydrocarbonResourcesCores	additional_info		X				
HydrocarbonResourcesCores	alkalinity	50 milligram per liter	X				
HydrocarbonResourcesCores	alkalinity_method	titration	X				
HydrocarbonResourcesCores	ammonium	1.5 milligram per liter	C				
HydrocarbonResourcesCores	api		M				
HydrocarbonResourcesCores	aromatics_pc		C				
HydrocarbonResourcesCores	asphaltenes_pc		C				
HydrocarbonResourcesCores	basin		M				
HydrocarbonResourcesCores	benzene		C				
HydrocarbonResourcesCores	calcium	0.2 micromole per liter	X				
HydrocarbonResourcesCores	chloride	5000 milligram per liter	X				
HydrocarbonResourcesCores	density	1000 kilogram per cubic meter	X				
HydrocarbonResourcesCores	depos_env	Continental - Alluvial	C				
HydrocarbonResourcesCores	diss_carb_dioxide	5 milligram per liter	X				
HydrocarbonResourcesCores	diss_inorg_carb	2059 micromole per kilogram	X				
HydrocarbonResourcesCores	diss_inorg_phosp	56.5 micromole per liter	C				
HydrocarbonResourcesCores	diss_iron		C				
HydrocarbonResourcesCores	diss_org_carb	197 micromole per liter	X				
HydrocarbonResourcesCores	diss_oxygen_fluid		X				
HydrocarbonResourcesCores	elev	100 meter	X				
HydrocarbonResourcesCores	ethylbenzene		C				
HydrocarbonResourcesCores	field		C				
HydrocarbonResourcesCores	hc_produced	Gas	M				
HydrocarbonResourcesCores	hcr	Oil Sand	M				
HydrocarbonResourcesCores	hcr_fw_salinity		C				
HydrocarbonResourcesCores	hcr_geol_age	Silurian	C				
HydrocarbonResourcesCores	hcr_pressure		X				
HydrocarbonResourcesCores	hcr_temp	150-295 degree Celsius	M				
HydrocarbonResourcesCores	lithology	Volcanic	C				
HydrocarbonResourcesCores	magnesium	52.8 micromole per kilogram	X				
HydrocarbonResourcesCores	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
HydrocarbonResourcesCores	nitrate	65 micromole per liter	C				
HydrocarbonResourcesCores	nitrite	0.5 micromole per liter	C				
HydrocarbonResourcesCores	org_count_qpcr_info		X				
HydrocarbonResourcesCores	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	C				
HydrocarbonResourcesCores	owc_tvdss		X				
HydrocarbonResourcesCores	oxy_stat_samp	aerobic	X				
HydrocarbonResourcesCores	permeability		X				
HydrocarbonResourcesCores	ph	7.2	C				
HydrocarbonResourcesCores	porosity		X				
HydrocarbonResourcesCores	potassium	463 milligram per liter	X				
HydrocarbonResourcesCores	pour_point		X				
HydrocarbonResourcesCores	pressure	50 atmosphere	X				
HydrocarbonResourcesCores	project_name	Forest soil metagenome	M				
HydrocarbonResourcesCores	reservoir		C				
HydrocarbonResourcesCores	resins_pc		C				
HydrocarbonResourcesCores	salinity	25 practical salinity unit	X				
HydrocarbonResourcesCores	samp_md	1534 meter;MSL	X				
HydrocarbonResourcesCores	samp_name	ISDsoil1	M				
HydrocarbonResourcesCores	samp_store_dur	P1Y6M	X				
HydrocarbonResourcesCores	samp_store_loc	Freezer no:5	X				
HydrocarbonResourcesCores	samp_store_temp	-80 degree Celsius	X				
HydrocarbonResourcesCores	samp_subtype	biofilm	C				
HydrocarbonResourcesCores	samp_transport_cond	5 days;-20 degree Celsius	X				
HydrocarbonResourcesCores	samp_tvdss		C				
HydrocarbonResourcesCores	samp_type	built environment sample [GENEPIO:0001248]	M				
HydrocarbonResourcesCores	samp_vol_we_dna_ext	1500 milliliter	C				
HydrocarbonResourcesCores	samp_well_name		C				
HydrocarbonResourcesCores	saturates_pc		C				
HydrocarbonResourcesCores	sodium	10.5 milligram per liter	X				
HydrocarbonResourcesCores	sr_dep_env	Marine	X				
HydrocarbonResourcesCores	sr_geol_age	Silurian	X				
HydrocarbonResourcesCores	sr_kerog_type	Type IV	X				
HydrocarbonResourcesCores	sr_lithology	Coal	X				
HydrocarbonResourcesCores	sulfate	5 micromole per liter	C				
HydrocarbonResourcesCores	sulfate_fw		M				
HydrocarbonResourcesCores	sulfide	2 micromole per liter	C				
HydrocarbonResourcesCores	suspend_solids		X				
HydrocarbonResourcesCores	tan		C				
HydrocarbonResourcesCores	temp	25 degree Celsius	M				
HydrocarbonResourcesCores	toluene		C				
HydrocarbonResourcesCores	tot_iron		C				
HydrocarbonResourcesCores	tot_nitro	50 micromole per liter	X				
HydrocarbonResourcesCores	tot_phosp	0.03 milligram per liter	X				
HydrocarbonResourcesCores	tot_sulfur		C				
HydrocarbonResourcesCores	tvdss_of_hcr_press		X				
HydrocarbonResourcesCores	tvdss_of_hcr_temp		X				
HydrocarbonResourcesCores	vfa		C				
HydrocarbonResourcesCores	vfa_fw		M				
HydrocarbonResourcesCores	viscosity		X				
HydrocarbonResourcesCores	win		C				
HydrocarbonResourcesCores	xylene		C				
HydrocarbonResourcesFluidsSwabs	add_recov_method	Polymer Addition;2018-06-21T14:30Z	M				
HydrocarbonResourcesFluidsSwabs	additional_info		X				
HydrocarbonResourcesFluidsSwabs	alkalinity	50 milligram per liter	X				
HydrocarbonResourcesFluidsSwabs	alkalinity_method	titration	X				
HydrocarbonResourcesFluidsSwabs	ammonium	1.5 milligram per liter	C				
HydrocarbonResourcesFluidsSwabs	api		M				
HydrocarbonResourcesFluidsSwabs	aromatics_pc		C				
HydrocarbonResourcesFluidsSwabs	asphaltenes_pc		C				
HydrocarbonResourcesFluidsSwabs	basin		M				
HydrocarbonResourcesFluidsSwabs	benzene		C				
HydrocarbonResourcesFluidsSwabs	biocide	ALPHA 1427;Baker Hughes;2008-01-23	C				
HydrocarbonResourcesFluidsSwabs	biocide_admin_method		C				
HydrocarbonResourcesFluidsSwabs	calcium	0.2 micromole per liter	X				
HydrocarbonResourcesFluidsSwabs	chem_treat_method		X				
HydrocarbonResourcesFluidsSwabs	chem_treatment	ACCENT 1125;DOW;2010-11-17	X				
HydrocarbonResourcesFluidsSwabs	chloride	5000 milligram per liter	X				
HydrocarbonResourcesFluidsSwabs	density	1000 kilogram per cubic meter	X				
HydrocarbonResourcesFluidsSwabs	depos_env	Marine - Reef	C				
HydrocarbonResourcesFluidsSwabs	diss_carb_dioxide	5 milligram per liter	X				
HydrocarbonResourcesFluidsSwabs	diss_inorg_carb	2059 micromole per kilogram	X				
HydrocarbonResourcesFluidsSwabs	diss_inorg_phosp	56.5 micromole per liter	C				
HydrocarbonResourcesFluidsSwabs	diss_iron		C				
HydrocarbonResourcesFluidsSwabs	diss_org_carb	197 micromole per liter	X				
HydrocarbonResourcesFluidsSwabs	diss_oxygen_fluid		X				
HydrocarbonResourcesFluidsSwabs	ethylbenzene		C				
HydrocarbonResourcesFluidsSwabs	field		C				
HydrocarbonResourcesFluidsSwabs	hc_produced	Gas	M				
HydrocarbonResourcesFluidsSwabs	hcr	Oil Sand	M				
HydrocarbonResourcesFluidsSwabs	hcr_fw_salinity		C				
HydrocarbonResourcesFluidsSwabs	hcr_geol_age	Silurian	C				
HydrocarbonResourcesFluidsSwabs	hcr_pressure		X				
HydrocarbonResourcesFluidsSwabs	hcr_temp	150-295 degree Celsius	C				
HydrocarbonResourcesFluidsSwabs	iw_bt_date_well	5/11/18	X				
HydrocarbonResourcesFluidsSwabs	iwf		M				
HydrocarbonResourcesFluidsSwabs	lithology	Volcanic	C				
HydrocarbonResourcesFluidsSwabs	magnesium	52.8 micromole per kilogram	X				
HydrocarbonResourcesFluidsSwabs	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
HydrocarbonResourcesFluidsSwabs	nitrate	65 micromole per liter	M				
HydrocarbonResourcesFluidsSwabs	nitrite	0.5 micromole per liter	C				
HydrocarbonResourcesFluidsSwabs	org_count_qpcr_info		X				
HydrocarbonResourcesFluidsSwabs	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	C				
HydrocarbonResourcesFluidsSwabs	oxy_stat_samp	aerobic	X				
HydrocarbonResourcesFluidsSwabs	ph	7.2	C				
HydrocarbonResourcesFluidsSwabs	potassium	463 milligram per liter	X				
HydrocarbonResourcesFluidsSwabs	pour_point		X				
HydrocarbonResourcesFluidsSwabs	pressure	50 atmosphere	X				
HydrocarbonResourcesFluidsSwabs	prod_rate		C				
HydrocarbonResourcesFluidsSwabs	prod_start_date	5/11/18	C				
HydrocarbonResourcesFluidsSwabs	project_name	Forest soil metagenome	M				
HydrocarbonResourcesFluidsSwabs	reservoir		C				
HydrocarbonResourcesFluidsSwabs	resins_pc		C				
HydrocarbonResourcesFluidsSwabs	salinity	25 practical salinity unit	X				
HydrocarbonResourcesFluidsSwabs	samp_collect_point	well	M				
HydrocarbonResourcesFluidsSwabs	samp_loc_corr_rate		C				
HydrocarbonResourcesFluidsSwabs	samp_name	ISDsoil1	M				
HydrocarbonResourcesFluidsSwabs	samp_preserv		X				
HydrocarbonResourcesFluidsSwabs	samp_store_dur	P1Y6M	X				
HydrocarbonResourcesFluidsSwabs	samp_store_loc	Freezer no:5	X				
HydrocarbonResourcesFluidsSwabs	samp_store_temp	-80 degree Celsius	X				
HydrocarbonResourcesFluidsSwabs	samp_subtype	biofilm	C				
HydrocarbonResourcesFluidsSwabs	samp_transport_cond	5 days;-20 degree Celsius	X				
HydrocarbonResourcesFluidsSwabs	samp_type	built environment sample [GENEPIO:0001248]	M				
HydrocarbonResourcesFluidsSwabs	samp_vol_we_dna_ext	1500 milliliter	C				
HydrocarbonResourcesFluidsSwabs	samp_well_name		C				
HydrocarbonResourcesFluidsSwabs	saturates_pc		C				
HydrocarbonResourcesFluidsSwabs	sodium	10.5 milligram per liter	X				
HydrocarbonResourcesFluidsSwabs	sulfate	5 micromole per liter	M				
HydrocarbonResourcesFluidsSwabs	sulfate_fw		C				
HydrocarbonResourcesFluidsSwabs	sulfide	2 micromole per liter	M				
HydrocarbonResourcesFluidsSwabs	suspend_solids		X				
HydrocarbonResourcesFluidsSwabs	tan		C				
HydrocarbonResourcesFluidsSwabs	temp	25 degree Celsius	M				
HydrocarbonResourcesFluidsSwabs	toluene		C				
HydrocarbonResourcesFluidsSwabs	tot_iron		C				
HydrocarbonResourcesFluidsSwabs	tot_nitro	50 micromole per liter	X				
HydrocarbonResourcesFluidsSwabs	tot_phosp	0.03 milligram per liter	X				
HydrocarbonResourcesFluidsSwabs	tot_sulfur		C				
HydrocarbonResourcesFluidsSwabs	tvdss_of_hcr_press		X				
HydrocarbonResourcesFluidsSwabs	tvdss_of_hcr_temp		X				
HydrocarbonResourcesFluidsSwabs	vfa		C				
HydrocarbonResourcesFluidsSwabs	vfa_fw		C				
HydrocarbonResourcesFluidsSwabs	viscosity		X				
HydrocarbonResourcesFluidsSwabs	water_cut		M				
HydrocarbonResourcesFluidsSwabs	water_prod_rate		C				
HydrocarbonResourcesFluidsSwabs	win		C				
HydrocarbonResourcesFluidsSwabs	xylene		C				
MicrobialMatBiofilm	alkalinity	50 milligram per liter	X				
MicrobialMatBiofilm	alkyl_diethers	0.005 mole per liter	X				
MicrobialMatBiofilm	aminopept_act	0.269 mole per liter per hour	X				
MicrobialMatBiofilm	ammonium	1.5 milligram per liter	X				
MicrobialMatBiofilm	bacteria_carb_prod	2.53 microgram per liter per hour	X				
MicrobialMatBiofilm	biomass	total;20 gram	X				
MicrobialMatBiofilm	bishomohopanol	14 microgram per liter	X				
MicrobialMatBiofilm	bromide	0.05 parts per million	X				
MicrobialMatBiofilm	calcium	0.2 micromole per liter	X				
MicrobialMatBiofilm	carb_nitro_ratio	0.417361111	X				
MicrobialMatBiofilm	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X				
MicrobialMatBiofilm	chloride	5000 milligram per liter	X				
MicrobialMatBiofilm	chlorophyll	5 milligram per cubic meter	X				
MicrobialMatBiofilm	depth	10 meter	C				
MicrobialMatBiofilm	diether_lipids	0.2 nanogram per liter	X				
MicrobialMatBiofilm	diss_carb_dioxide	5 milligram per liter	X				
MicrobialMatBiofilm	diss_hydrogen	0.3 micromole per liter	X				
MicrobialMatBiofilm	diss_inorg_carb	2059 micromole per kilogram	X				
MicrobialMatBiofilm	diss_org_carb	197 micromole per liter	X				
MicrobialMatBiofilm	diss_org_nitro	0.05 micromole per liter	X				
MicrobialMatBiofilm	diss_oxygen	175 micromole per kilogram	X				
MicrobialMatBiofilm	elev	100 meter	C				
MicrobialMatBiofilm	glucosidase_act	5 mol per liter per hour	X				
MicrobialMatBiofilm	magnesium	52.8 micromole per kilogram	X				
MicrobialMatBiofilm	mean_frict_vel	0.5 meter per second	X				
MicrobialMatBiofilm	mean_peak_frict_vel	1 meter per second	X				
MicrobialMatBiofilm	methane	0.15 micromole per liter	X				
MicrobialMatBiofilm	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
MicrobialMatBiofilm	n_alkanes	n-hexadecane;100 milligram per liter	X				
MicrobialMatBiofilm	nitrate	65 micromole per liter	X				
MicrobialMatBiofilm	nitrite	0.5 micromole per liter	X				
MicrobialMatBiofilm	nitro	4.2 micromole per liter	X				
MicrobialMatBiofilm	org_carb	1.5 microgram per liter	X				
MicrobialMatBiofilm	org_matter	1.75 milligram per cubic meter	X				
MicrobialMatBiofilm	org_nitro	4 micromole per liter	X				
MicrobialMatBiofilm	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
MicrobialMatBiofilm	oxy_stat_samp	aerobic	X				
MicrobialMatBiofilm	part_org_carb	1.92 micromole per liter	X				
MicrobialMatBiofilm	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
MicrobialMatBiofilm	petroleum_hydrocarb	0.05 micromole per liter	X				
MicrobialMatBiofilm	ph	7.2	X				
MicrobialMatBiofilm	phaeopigments	2.5 milligram per cubic meter	X				
MicrobialMatBiofilm	phosphate	0.7 micromole per liter	X				
MicrobialMatBiofilm	phosplipid_fatt_acid	2.98 milligram per liter	X				
MicrobialMatBiofilm	potassium	463 milligram per liter	X				
MicrobialMatBiofilm	pressure	50 atmosphere	X				
MicrobialMatBiofilm	project_name	Forest soil metagenome	M				
MicrobialMatBiofilm	redox_potential	300 millivolt	X				
MicrobialMatBiofilm	salinity	25 practical salinity unit	X				
MicrobialMatBiofilm	samp_name	ISDsoil1	M				
MicrobialMatBiofilm	samp_store_dur	P1Y6M	X				
MicrobialMatBiofilm	samp_store_loc	Freezer no:5	X				
MicrobialMatBiofilm	samp_store_temp	-80 degree Celsius	X				
MicrobialMatBiofilm	samp_vol_we_dna_ext	1500 milliliter	X				
MicrobialMatBiofilm	silicate	0.05 micromole per liter	X				
MicrobialMatBiofilm	sodium	10.5 milligram per liter	X				
MicrobialMatBiofilm	sulfate	5 micromole per liter	X				
MicrobialMatBiofilm	sulfide	2 micromole per liter	X				
MicrobialMatBiofilm	temp	25 degree Celsius	X				
MicrobialMatBiofilm	tot_carb		X				
MicrobialMatBiofilm	tot_nitro_content		X				
MicrobialMatBiofilm	tot_org_carb		X				
MicrobialMatBiofilm	turbidity	0.3 nephelometric turbidity units	X				
MicrobialMatBiofilm	water_content		X				
MiscellaneousNaturalOrArtificialEnvironment	alkalinity	50 milligram per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	alt	100 meter	C				
MiscellaneousNaturalOrArtificialEnvironment	ammonium	1.5 milligram per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	biomass	total;20 gram	X				
MiscellaneousNaturalOrArtificialEnvironment	bromide	0.05 parts per million	X				
MiscellaneousNaturalOrArtificialEnvironment	calcium	0.2 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X				
MiscellaneousNaturalOrArtificialEnvironment	chloride	5000 milligram per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	chlorophyll	5 milligram per cubic meter	X				
MiscellaneousNaturalOrArtificialEnvironment	density	1000 kilogram per cubic meter	X				
MiscellaneousNaturalOrArtificialEnvironment	depth	10 meter	C				
MiscellaneousNaturalOrArtificialEnvironment	diether_lipids	0.2 nanogram per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	diss_carb_dioxide	5 milligram per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	diss_hydrogen	0.3 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	diss_inorg_carb	2059 micromole per kilogram	X				
MiscellaneousNaturalOrArtificialEnvironment	diss_org_nitro	0.05 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	diss_oxygen	175 micromole per kilogram	X				
MiscellaneousNaturalOrArtificialEnvironment	elev	100 meter	C				
MiscellaneousNaturalOrArtificialEnvironment	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X				
MiscellaneousNaturalOrArtificialEnvironment	nitrate	65 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	nitrite	0.5 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	nitro	4.2 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	org_carb	1.5 microgram per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	org_matter	1.75 milligram per cubic meter	X				
MiscellaneousNaturalOrArtificialEnvironment	org_nitro	4 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X				
MiscellaneousNaturalOrArtificialEnvironment	oxy_stat_samp	aerobic	X				
MiscellaneousNaturalOrArtificialEnvironment	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X				
MiscellaneousNaturalOrArtificialEnvironment	ph	7.2	X				
MiscellaneousNaturalOrArtificialEnvironment	phosphate	0.7 micromole per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	phosplipid_fatt_acid	2.98 milligram per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	potassium	463 milligram per liter	X				
MiscellaneousNaturalOrArtificialEnvironment	pressure	50 atmosphere	X				
MiscellaneousNaturalOrArtificialEnvironment	project_name	Forest soil metagenome	M				
MiscellaneousNaturalOrArtificialEnvironment	salinity	25 practical salinity unit	X				
MiscellaneousNaturalOrArtificialEnvironment	samp_name	ISDsoil1	M				
