Environmental package	Structured comment name	Example	Requirement	Preferred unit	github ticket
FoodHumanFoods	study_timecourse	2 days post inoculation	X	dpi	
FoodHumanFoods	study_tmnt	"Factor A|spike-in|levels high, medium, low"	X		
FoodHumanFoods	spikein_count	total prokaryotes;3.5e7 colony forming units per milliliter;qPCR	X	colony forming units per milliliter; colony forming units per gram of dry weight	
HostAssociated	depth	10 meter	C	meter	
HostAssociated	host_disease_stat	rabies [DOID:11260]	X		
HostAssociated	project_name	Forest soil metagenome	M		
HostAssociated	elev	100 meter	C	meter	
HostAssociated	alt	100 meter	C	meter	
HostAssociated	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
HostAssociated	samp_store_temp	-80 degree Celsius	X	degree Celsius	
HostAssociated	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
HostAssociated	temp	25 degree Celsius	X	degree Celsius	
HostAssociated	samp_store_dur	P1Y6M	X		
HostAssociated	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
HostAssociated	ances_data	A/3*B	X		
HostAssociated	host_common_name	human	X		
HostAssociated	samp_dis_stage	infection	X		
HostAssociated	host_taxid	7955	X		
HostAssociated	host_life_stage	adult	X		
HostAssociated	host_substrate	rock	X		
HostAssociated	host_age	10 days	X	"year, day, hour"	
HostAssociated	host_length	1 meter	X	"centimeter, millimeter, meter"	
HostAssociated	host_dry_mass	500 gram	X	"kilogram, gram"	
HostAssociated	blood_press_diast		X	millimeter mercury	
HostAssociated	blood_press_syst		X	millimeter mercury	
HostAssociated	host_color		X		
HostAssociated	host_shape	round	X		
HostAssociated	host_tot_mass	2500 gram	X	"kilogram, gram"	
HostAssociated	host_height	0.1 meter	X	"centimeter, millimeter, meter"	
HostAssociated	host_body_temp	15 degree Celsius	X	degree Celsius	
HostAssociated	host_genotype	C57BL/6	X		
HostAssociated	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
HostAssociated	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
HostAssociated	oxy_stat_samp	aerobic	X		
HostAssociated	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
HostAssociated	samp_store_loc	Freezer no:5	X		
HostAssociated	host_sex	non-binary	X		
HostAssociated	biol_stat	natural	X		
HostAssociated	genetic_mod	aox1A transgenic	X		
HostAssociated	samp_capt_status	farm sample	X		
HostAssociated	host_subject_id	MPI123	X		
HostAssociated	host_body_habitat	nasopharynx	X		
HostAssociated	host_body_site	gill [UBERON:0002535]	X		
HostAssociated	host_diet	herbivore	X		
HostAssociated	host_last_meal	corn feed;P2H	X		
HostAssociated	host_growth_cond	https://academic.oup.com/icesjms/article/68/2/349/617247	X		
HostAssociated	host_family_relation	offspring;Mussel25	X		
HostAssociated	host_phenotype	elongated [PATO:0001154]	X		
HostAssociated	gravidity	yes;due date:2018-05-11	X		
HostAssociated	host_body_product	Portion of mucus [fma66938]	X		
HostAssociated	samp_name	ISDsoil1	M		
HostAssociated	host_symbiont	flukeworms	X		
HostAssociated	host_subspecf_genlin	"serovar:Newport, variety:glabrum, cultivar: Red Delicious"	X		#227 & #256
HumanAssociated	host_disease_stat	measles [DOID:8622]	X		
HumanAssociated	project_name	Forest soil metagenome	M		
HumanAssociated	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
HumanAssociated	samp_store_temp	-80 degree Celsius	X	degree Celsius	
HumanAssociated	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
HumanAssociated	temp	25 degree Celsius	X	degree Celsius	
HumanAssociated	samp_store_dur	P1Y6M	X		
HumanAssociated	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
HumanAssociated	host_age	30 years	X	"year, day, hour"	
HumanAssociated	smoker	yes	X		
HumanAssociated	host_tot_mass	65 kilogram	X	"kilogram, gram"	
HumanAssociated	host_height	1.75 meter	X	"centimeter, millimeter, meter"	
HumanAssociated	host_hiv_stat	yes;yes	X		
HumanAssociated	diet_last_six_month	yes;vegetarian diet	X		
HumanAssociated	pet_farm_animal	yes; 5 cats	X		
HumanAssociated	travel_out_six_month		X		
HumanAssociated	pulmonary_disord		X		
HumanAssociated	nose_throat_disord		X		
HumanAssociated	blood_blood_disord		X		
HumanAssociated	gestation_state		X		
HumanAssociated	maternal_health_stat		X		
HumanAssociated	host_body_temp	36.5 degree Celsius	X	degree Celsius	
HumanAssociated	foetal_health_stat		X		
HumanAssociated	amniotic_fluid_color		X		
HumanAssociated	kidney_disord		X		
HumanAssociated	urogenit_tract_disor		X		
HumanAssociated	weight_loss_3_month	yes;5 kilogram	X	"kilogram, gram"	
HumanAssociated	host_body_mass_index	22 kilogram per square meter	X	kilogram per square meter	
HumanAssociated	twin_sibling	yes	X		
HumanAssociated	host_pulse	65 beats per minute	X	beats per minute	
HumanAssociated	host_genotype	ST1	X		
HumanAssociated	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
HumanAssociated	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
HumanAssociated	oxy_stat_samp	aerobic	X		
HumanAssociated	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
HumanAssociated	samp_store_loc	Freezer no:5	X		
HumanAssociated	host_sex	non-binary	X		
HumanAssociated	host_subject_id	MPI123	X		
HumanAssociated	host_body_site	Lung parenchyma [fma27360]	X		
HumanAssociated	host_diet	high-fat	X		
HumanAssociated	host_last_meal	french fries;P5H30M	X		
HumanAssociated	host_family_relation	mother;ID298	X		
HumanAssociated	host_phenotype	Tinnitus [HP:0000360]	X		
HumanAssociated	ihmc_medication_code	810	X		
HumanAssociated	host_body_product	Portion of mucus [fma66938]	X		
HumanAssociated	drug_usage	Lipitor;2/day	X		
HumanAssociated	ethnicity	native american	X		
HumanAssociated	host_occupation	veterinary	X		
HumanAssociated	medic_hist_perform	TRUE	X		
HumanAssociated	study_complt_stat	no;non-compliance	X		
HumanAssociated	urine_collect_meth	catheter	X		
HumanAssociated	samp_name	ISDsoil1	M		
HumanAssociated	host_symbiont	flukeworms	X		
HumanGut	host_disease_stat	measles [DOID:8622]	X		
HumanGut	project_name	Forest soil metagenome	M		
HumanGut	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
HumanGut	samp_store_temp	-80 degree Celsius	X	degree Celsius	
HumanGut	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
HumanGut	temp	25 degree Celsius	X	degree Celsius	
HumanGut	samp_store_dur	P1Y6M	X		
HumanGut	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
HumanGut	host_age	30 years	X	"year, day, hour"	
HumanGut	host_tot_mass	65 kilogram	X	"kilogram, gram"	
HumanGut	host_height	1.75 meter	X	"centimeter, millimeter, meter"	
HumanGut	host_body_temp	36.5 degree Celsius	X	degree Celsius	
HumanGut	gastrointest_disord		X		
HumanGut	liver_disord		X		
HumanGut	host_body_mass_index	22 kilogram per square meter	X	kilogram per square meter	
HumanGut	host_pulse	65 beats per minute	X	beats per minute	
HumanGut	host_genotype	ST1	X		
HumanGut	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
HumanGut	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
HumanGut	oxy_stat_samp	aerobic	X		
HumanGut	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
HumanGut	samp_store_loc	Freezer no:5	X		
HumanGut	host_sex	non-binary	X		
HumanGut	host_subject_id	MPI123	X		
HumanGut	host_body_site	Wall of gut [fma45653]	X		
HumanGut	host_diet	high-fat	X		
HumanGut	host_last_meal	french fries;P5H30M	X		
HumanGut	host_family_relation	mother;ID298	X		
HumanGut	host_phenotype	Tinnitus [HP:0000360]	X		
HumanGut	ihmc_medication_code	810	X		
HumanGut	host_body_product	Portion of mucus [fma66938]	X		
HumanGut	ethnicity	native american	X		
HumanGut	host_occupation	veterinary	X		
HumanGut	medic_hist_perform	TRUE	X		
HumanGut	special_diet	other:vegan	X		
HumanGut	samp_name	ISDsoil1	M		
HumanGut	host_symbiont	flukeworms	X		
HumanOral	host_disease_stat	measles [DOID:8622]	X		
HumanOral	project_name	Forest soil metagenome	M		
HumanOral	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
HumanOral	samp_store_temp	-80 degree Celsius	X	degree Celsius	
HumanOral	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
HumanOral	temp	25 degree Celsius	X	degree Celsius	
HumanOral	samp_store_dur	P1Y6M	X		
HumanOral	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
HumanOral	host_age	30 years	X	"year, day, hour"	
HumanOral	host_tot_mass	65 kilogram	X	"kilogram, gram"	
HumanOral	host_height	1.75 meter	X	"centimeter, millimeter, meter"	
HumanOral	host_body_temp	36.5 degree Celsius	X	degree Celsius	
HumanOral	nose_throat_disord		X		
HumanOral	host_body_mass_index	22 kilogram per square meter	X	kilogram per square meter	
HumanOral	host_pulse	65 beats per minute	X	beats per minute	
HumanOral	host_genotype	ST1	X		
HumanOral	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
HumanOral	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
HumanOral	oxy_stat_samp	aerobic	X		
HumanOral	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
HumanOral	samp_store_loc	Freezer no:5	X		
HumanOral	host_sex	non-binary	X		
HumanOral	host_subject_id	MPI123	X		
HumanOral	host_body_site	Epithelium of tongue [fma284658]	X		
HumanOral	host_diet	high-fat	X		
HumanOral	host_last_meal	french fries;P5H30M	X		
HumanOral	host_family_relation	mother;ID298	X		
HumanOral	host_phenotype	Tinnitus [HP:0000360]	X		
HumanOral	ihmc_medication_code	810	X		
HumanOral	host_body_product	Portion of mucus [fma66938]	X		
HumanOral	ethnicity	native american	X		
HumanOral	host_occupation	veterinary	X		
HumanOral	medic_hist_perform	TRUE	X		
HumanOral	time_last_toothbrush	P2H45M	X		
HumanOral	samp_name	ISDsoil1	M		
HumanOral	host_symbiont	flukeworms	X		
HumanSkin	host_disease_stat	measles [DOID:8622]	X		
HumanSkin	project_name	Forest soil metagenome	M		
HumanSkin	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
HumanSkin	samp_store_temp	-80 degree Celsius	X	degree Celsius	
HumanSkin	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
HumanSkin	temp	25 degree Celsius	X	degree Celsius	
HumanSkin	samp_store_dur	P1Y6M	X		
HumanSkin	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
HumanSkin	host_age	30 years	X	"year, day, hour"	
HumanSkin	host_tot_mass	65 kilogram	X	"kilogram, gram"	
HumanSkin	host_height	1.75 meter	X	"centimeter, millimeter, meter"	
HumanSkin	host_body_temp	36.5 degree Celsius	X	degree Celsius	
HumanSkin	dermatology_disord		X		
HumanSkin	host_body_mass_index	22 kilogram per square meter	X	kilogram per square meter	
HumanSkin	host_pulse	65 beats per minute	X	beats per minute	
HumanSkin	host_genotype	ST1	X		
HumanSkin	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
HumanSkin	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
HumanSkin	oxy_stat_samp	aerobic	X		
HumanSkin	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
HumanSkin	samp_store_loc	Freezer no:5	X		
HumanSkin	host_sex	non-binary	X		
HumanSkin	host_subject_id	MPI123	X		
HumanSkin	host_body_site	Skin of palm of left hand [fma38303]	X		
HumanSkin	host_diet	high-fat	X		
HumanSkin	host_last_meal	french fries;P5H30M	X		
HumanSkin	host_family_relation	mother;ID298	X		
HumanSkin	host_phenotype	Tinnitus [HP:0000360]	X		
HumanSkin	ihmc_medication_code	810	X		
HumanSkin	host_body_product	Portion of mucus [fma66938]	X		
HumanSkin	ethnicity	native american	X		
HumanSkin	host_occupation	veterinary	X		
HumanSkin	medic_hist_perform	TRUE	X		
HumanSkin	time_since_last_wash	P1D	X		
HumanSkin	dominant_hand	right	X		
HumanSkin	samp_name	ISDsoil1	M		
HumanSkin	host_symbiont	flukeworms	X		
HumanVaginal	host_disease_stat	measles [DOID:8622]	X		
HumanVaginal	project_name	Forest soil metagenome	M		
HumanVaginal	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	X	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
HumanVaginal	samp_salinity	1 milligram per liter	X	"milligram per liter, practical salinity unit, percentage"	TRUE
HumanVaginal	samp_store_temp	-80 degree Celsius	X	degree Celsius	
HumanVaginal	samp_vol_we_dna_ext	1500 milliliter	X	"millliter, gram, milligram, square centimeter"	
HumanVaginal	temp	25 degree Celsius	X	degree Celsius	
HumanVaginal	samp_store_dur	P1Y6M	X		
HumanVaginal	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
HumanVaginal	host_age	30 years	X	"year, day, hour"	
HumanVaginal	host_tot_mass	65 kilogram	X	"kilogram, gram"	
HumanVaginal	host_height	1.75 meter	X	"centimeter, millimeter, meter"	
HumanVaginal	host_body_temp	36.5 degree Celsius	X	degree Celsius	
HumanVaginal	sexual_act		X		
HumanVaginal	birth_control		X		
HumanVaginal	hysterectomy	no	X		
HumanVaginal	gynecologic_disord		X		
HumanVaginal	urogenit_disord		X		
HumanVaginal	host_body_mass_index	22 kilogram per square meter	X	kilogram per square meter	
HumanVaginal	host_pulse	65 beats per minute	X	beats per minute	
HumanVaginal	host_genotype	ST1	X		
HumanVaginal	chem_administration	agar [CHEBI:2509];2018-05-11T20:00Z	X		
HumanVaginal	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
HumanVaginal	oxy_stat_samp	aerobic	X		
HumanVaginal	perturbation	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M	X		
HumanVaginal	samp_store_loc	Freezer no:5	X		
HumanVaginal	host_sex	non-binary	X		
HumanVaginal	host_subject_id	MPI123	X		
HumanVaginal	host_body_site	Ectocervix [fma86484]	X		
HumanVaginal	host_diet	high-fat	X		
HumanVaginal	host_last_meal	french fries;P5H30M	X		
HumanVaginal	host_family_relation	mother;ID298	X		
HumanVaginal	host_phenotype	Tinnitus [HP:0000360]	X		
HumanVaginal	ihmc_medication_code	810	X		
HumanVaginal	host_body_product	Portion of mucus [fma66938]	X		
HumanVaginal	ethnicity	native american	X		
HumanVaginal	host_occupation	veterinary	X		
HumanVaginal	medic_hist_perform	TRUE	X		
HumanVaginal	menarche	5/11/18	X		
HumanVaginal	pregnancy	5/11/18	X		
HumanVaginal	douche	5/11/18	X		
HumanVaginal	menopause	5/11/18	X		
HumanVaginal	hrt	5/11/18	X		
HumanVaginal	samp_name	ISDsoil1	M		
HumanVaginal	host_symbiont	flukeworms	X		
HydrocarbonResourcesCores	project_name	Forest soil metagenome	M		
HydrocarbonResourcesCores	elev	100 meter	X	meter	
HydrocarbonResourcesCores	org_count_qpcr_info		X	number of cells per gram (or ml or cm^2)	
HydrocarbonResourcesCores	tot_nitro	50 micromole per liter	X	"microgram per liter, micromole per liter, milligram per liter"	
HydrocarbonResourcesCores	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	C	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
HydrocarbonResourcesCores	tot_iron		C	"milligram per liter, milligram per kilogram"	
HydrocarbonResourcesCores	diss_inorg_phosp	56.5 micromole per liter	C	"microgram per liter, milligram per liter, parts per million"	
HydrocarbonResourcesCores	samp_store_temp	-80 degree Celsius	X	degree Celsius	
HydrocarbonResourcesCores	samp_vol_we_dna_ext	1500 milliliter	C	"millliter, gram, milligram, square centimeter"	
HydrocarbonResourcesCores	temp	25 degree Celsius	M	degree Celsius	
HydrocarbonResourcesCores	samp_store_dur	P1Y6M	X		
HydrocarbonResourcesCores	tot_phosp	0.03 milligram per liter	X	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesCores	tan		C	milligram per liter	
HydrocarbonResourcesCores	viscosity		X	cP at degree Celsius	
HydrocarbonResourcesCores	pour_point		X	degree Celsius	
HydrocarbonResourcesCores	saturates_pc		C	percent	
HydrocarbonResourcesCores	aromatics_pc		C	percent	
HydrocarbonResourcesCores	resins_pc		C	percent	
HydrocarbonResourcesCores	asphaltenes_pc		C	percent	
HydrocarbonResourcesCores	diss_iron		C	milligram per liter	
HydrocarbonResourcesCores	suspend_solids		X	"gram, microgram, milligram per liter, mole per liter, gram per liter, part per million"	
HydrocarbonResourcesCores	vfa		C	"milligram per liter, parts per million"	
HydrocarbonResourcesCores	benzene		C	"milligram per liter, parts per million"	
HydrocarbonResourcesCores	toluene		C	"milligram per liter, parts per million"	
HydrocarbonResourcesCores	ethylbenzene		C	"milligram per liter, parts per million"	
HydrocarbonResourcesCores	xylene		C	"milligram per liter, parts per million"	
HydrocarbonResourcesCores	api		M	degrees API	
HydrocarbonResourcesCores	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
HydrocarbonResourcesCores	porosity		X	percentage	
HydrocarbonResourcesCores	basin		M		
HydrocarbonResourcesCores	field		C		
HydrocarbonResourcesCores	samp_well_name		C		
HydrocarbonResourcesCores	win		C		
HydrocarbonResourcesCores	alkalinity_method	titration	X		
HydrocarbonResourcesCores	additional_info		X		
HydrocarbonResourcesCores	reservoir		C		
HydrocarbonResourcesCores	hcr_temp	150-295 degree Celsius	M	degree Celsius	
HydrocarbonResourcesCores	tvdss_of_hcr_temp		X	meter	
HydrocarbonResourcesCores	hcr_pressure		X	"atmosphere, kilopascal"	
HydrocarbonResourcesCores	tvdss_of_hcr_press		X	meter	
HydrocarbonResourcesCores	permeability		X	mD	
HydrocarbonResourcesCores	owc_tvdss		X	meter	
HydrocarbonResourcesCores	hcr_fw_salinity		C	milligram per liter	
HydrocarbonResourcesCores	sulfate_fw		M	milligram per liter	
HydrocarbonResourcesCores	vfa_fw		M	milligram per liter	
HydrocarbonResourcesCores	samp_tvdss		C	meter	
HydrocarbonResourcesCores	samp_transport_cond	5 days;-20 degree Celsius	X	days;degree Celsius	
HydrocarbonResourcesCores	pressure	50 atmosphere	X	atmosphere	
HydrocarbonResourcesCores	samp_md	1534 meter;MSL	X	meter	
HydrocarbonResourcesCores	tot_sulfur		C	"milligram per liter, parts per million"	
HydrocarbonResourcesCores	alkalinity	50 milligram per liter	X	"milliequivalent per liter, milligram per liter"	
HydrocarbonResourcesCores	sulfate	5 micromole per liter	C	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesCores	sulfide	2 micromole per liter	C	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesCores	nitrate	65 micromole per liter	C	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesCores	nitrite	0.5 micromole per liter	C	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesCores	ammonium	1.5 milligram per liter	C	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesCores	sodium	10.5 milligram per liter	X	"milligram per liter, parts per million"	
HydrocarbonResourcesCores	chloride	5000 milligram per liter	X	"milligram per liter, parts per million"	
HydrocarbonResourcesCores	potassium	463 milligram per liter	X	"milligram per liter, parts per million"	
HydrocarbonResourcesCores	magnesium	52.8 micromole per kilogram	X	"mole per liter, milligram per liter, parts per million, micromole per kilogram"	
HydrocarbonResourcesCores	calcium	0.2 micromole per liter	X	"milligram per liter, micromole per liter, parts per million"	
HydrocarbonResourcesCores	diss_org_carb	197 micromole per liter	X	"micromole per liter, milligram per liter"	
HydrocarbonResourcesCores	diss_inorg_carb	2059 micromole per kilogram	X	"microgram per liter, milligram per liter, parts per million"	
HydrocarbonResourcesCores	density	1000 kilogram per cubic meter	X	"gram per cubic meter, gram per cubic centimeter"	
HydrocarbonResourcesCores	diss_carb_dioxide	5 milligram per liter	X	"micromole per liter, milligram per liter"	
HydrocarbonResourcesCores	diss_oxygen_fluid		X	"micromole per kilogram, milligram per liter"	
HydrocarbonResourcesCores	misc_param	Bicarbonate ion concentration;2075 micromole per kilogram	X		
HydrocarbonResourcesCores	oxy_stat_samp	aerobic	X		
HydrocarbonResourcesCores	samp_store_loc	Freezer no:5	X		
HydrocarbonResourcesCores	hcr	Oil Sand	M		
HydrocarbonResourcesCores	hc_produced	Gas	M		
HydrocarbonResourcesCores	lithology	Volcanic	C		
HydrocarbonResourcesCores	depos_env	Continental - Alluvial	C		
HydrocarbonResourcesCores	hcr_geol_age	Silurian	C		
HydrocarbonResourcesCores	sr_kerog_type	Type IV	X		
HydrocarbonResourcesCores	sr_lithology	Coal	X		
HydrocarbonResourcesCores	sr_dep_env	Marine	X		
HydrocarbonResourcesCores	sr_geol_age	Silurian	X		
HydrocarbonResourcesCores	samp_type	built environment sample [GENEPIO:0001248]	M		
HydrocarbonResourcesCores	samp_subtype	biofilm	C		
HydrocarbonResourcesCores	ph	7.2	C		
HydrocarbonResourcesCores	samp_name	ISDsoil1	M		
HydrocarbonResourcesFluidsSwabs	project_name	Forest soil metagenome	M		
HydrocarbonResourcesFluidsSwabs	org_count_qpcr_info		X	number of cells per gram (or ml or cm^2)	
HydrocarbonResourcesFluidsSwabs	tot_nitro	50 micromole per liter	X	"microgram per liter, micromole per liter, milligram per liter"	
HydrocarbonResourcesFluidsSwabs	organism_count	total prokaryotes;3.5e7 cells per milliliter;qPCR	C	"number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter"	
HydrocarbonResourcesFluidsSwabs	tot_iron		C	"milligram per liter, milligram per kilogram"	
HydrocarbonResourcesFluidsSwabs	diss_inorg_phosp	56.5 micromole per liter	C	"microgram per liter, milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	samp_store_temp	-80 degree Celsius	X	degree Celsius	
HydrocarbonResourcesFluidsSwabs	samp_vol_we_dna_ext	1500 milliliter	C	"millliter, gram, milligram, square centimeter"	
HydrocarbonResourcesFluidsSwabs	temp	25 degree Celsius	M	degree Celsius	
HydrocarbonResourcesFluidsSwabs	samp_store_dur	P1Y6M	X		
HydrocarbonResourcesFluidsSwabs	tot_phosp	0.03 milligram per liter	X	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	tan		C	milligram per liter	
HydrocarbonResourcesFluidsSwabs	viscosity		X	cP at degree Celsius	
HydrocarbonResourcesFluidsSwabs	pour_point		X	degree Celsius	
HydrocarbonResourcesFluidsSwabs	saturates_pc		C	percent	
HydrocarbonResourcesFluidsSwabs	aromatics_pc		C	percent	
HydrocarbonResourcesFluidsSwabs	resins_pc		C	percent	
HydrocarbonResourcesFluidsSwabs	asphaltenes_pc		C	percent	
HydrocarbonResourcesFluidsSwabs	samp_loc_corr_rate		C	millimeter per year	
HydrocarbonResourcesFluidsSwabs	diss_iron		C	milligram per liter	
HydrocarbonResourcesFluidsSwabs	suspend_solids		X	"gram, microgram, milligram per liter, mole per liter, gram per liter, part per million"	
HydrocarbonResourcesFluidsSwabs	vfa		C	"milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	benzene		C	"milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	toluene		C	"milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	ethylbenzene		C	"milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	xylene		C	"milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	api		M	degrees API	
HydrocarbonResourcesFluidsSwabs	salinity	25 practical salinity unit	X	"practical salinity unit, percentage"	
HydrocarbonResourcesFluidsSwabs	basin		M		
HydrocarbonResourcesFluidsSwabs	field		C		
HydrocarbonResourcesFluidsSwabs	samp_well_name		C		
HydrocarbonResourcesFluidsSwabs	win		C		
HydrocarbonResourcesFluidsSwabs	alkalinity_method	titration	X		
HydrocarbonResourcesFluidsSwabs	additional_info		X		
HydrocarbonResourcesFluidsSwabs	reservoir		C		
HydrocarbonResourcesFluidsSwabs	hcr_temp	150-295 degree Celsius	C	degree Celsius	
HydrocarbonResourcesFluidsSwabs	tvdss_of_hcr_temp		X	meter	
HydrocarbonResourcesFluidsSwabs	hcr_pressure		X	"atmosphere, kilopascal"	
HydrocarbonResourcesFluidsSwabs	tvdss_of_hcr_press		X	meter	
HydrocarbonResourcesFluidsSwabs	hcr_fw_salinity		C	milligram per liter	
HydrocarbonResourcesFluidsSwabs	sulfate_fw		C	milligram per liter	
HydrocarbonResourcesFluidsSwabs	vfa_fw		C	milligram per liter	
HydrocarbonResourcesFluidsSwabs	samp_transport_cond	5 days;-20 degree Celsius	X	days;degree Celsius	
HydrocarbonResourcesFluidsSwabs	pressure	50 atmosphere	X	atmosphere	
HydrocarbonResourcesFluidsSwabs	tot_sulfur		C	"milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	alkalinity	50 milligram per liter	X	"milliequivalent per liter, milligram per liter"	
HydrocarbonResourcesFluidsSwabs	sulfate	5 micromole per liter	M	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	sulfide	2 micromole per liter	M	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	nitrate	65 micromole per liter	M	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	nitrite	0.5 micromole per liter	C	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	ammonium	1.5 milligram per liter	C	"micromole per liter, milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	sodium	10.5 milligram per liter	X	"milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	chloride	5000 milligram per liter	X	"milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	potassium	463 milligram per liter	X	"milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	magnesium	52.8 micromole per kilogram	X	"mole per liter, milligram per liter, parts per million, micromole per kilogram"	
HydrocarbonResourcesFluidsSwabs	calcium	0.2 micromole per liter	X	"milligram per liter, micromole per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	diss_org_carb	197 micromole per liter	X	"micromole per liter, milligram per liter"	
HydrocarbonResourcesFluidsSwabs	diss_inorg_carb	2059 micromole per kilogram	X	"microgram per liter, milligram per liter, parts per million"	
HydrocarbonResourcesFluidsSwabs	density	1000 kilogram per cubic meter	X	"gram per cubic meter, gram per cubic centimeter"	
HydrocarbonResourcesFluidsSwabs	diss_carb_dioxide	5 milligram per liter	X	"micromole per liter, milligram per liter"	
HydrocarbonResourcesFluidsSwabs	diss_oxygen_fluid		X	"micromole per kilogram, milligram per liter"	
HydrocarbonResourcesFluidsSwabs	prod_rate		C	cubic meter per day	
HydrocarbonResourcesFluidsSwabs	water_prod_rate		C	cubic meter per day	
HydrocarbonResourcesFluidsSwabs	water_cut		M	percent	
HydrocarbonResourcesFluidsSwabs	iwf		M	percent	
HydrocarbonResourcesFluidsSwabs	biocide_admin_method		C	milligram per liter	
HydrocarbonResourcesFluidsSwabs	chem_treat_method		X	milligram per liter	
HydrocarbonResourcesFluidsSwabs	samp_preserv		X	milliliter	
