MIXS ID	Structured comment name	class	mixs matching attribute	mixs matching value	ontology id
MIXS:0001154	samp_source_mat_cat	food-human foods	Expected value	GENEPIO:0001237	GENEPIO
MIXS:0001154	samp_source_mat_cat	food-human foods	Example	environmental (swab or sampling) [GENEPIO:0001732]	GENEPIO
MIXS:0001228	samp_stor_device	food-human foods	Definition	The container used to store the  sample. This field accepts terms listed under container (http://purl.obolibrary.org/obo/NCIT_C43186). If the proper descriptor is not listed please use text to describe the storage device.	NCIT
MIXS:0001228	samp_stor_device	food-human foods	Expected value	NCIT:C4318	NCIT
MIXS:0001228	samp_stor_device	food-human foods	Example	Whirl Pak sampling bag [GENEPIO:0002122]	GENEPIO
MIXS:0001229	samp_stor_media	food-human foods	Definition	The liquid that is added to the sample collection device prior to sampling. If the sample is pre-hydrated, indicate the liquid media the sample is pre-hydrated with for storage purposes. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the sample storage media.	MICRO
MIXS:0001229	samp_stor_media	food-human foods	Expected value	MICRO:0000067	MICRO
MIXS:0001229	samp_stor_media	food-human foods	Example	peptone water medium [MICRO:0000548]	MICRO
MIXS:0001157	serovar_or_serotype	food-human foods	Definition	A characterization of a cell or microorganism based on the antigenic properties of the molecules on its surface. Indicate the name of a serovar or serotype of interest. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy.	NCIT
MIXS:0001157	serovar_or_serotype	food-human foods	Expected value	NCIT:C14250 or NCBI taxid	NCIT
MIXS:0001157	serovar_or_serotype	food-human foods	Example	Escherichia coli strain O157:H7 [NCIT:C86883]	NCIT
MIXS:0001235	spikein_AMR	food-human foods	Definition	Qualitative description of a microbial response to antimicrobial agents. Bacteria may be susceptible or resistant to a broad range of antibiotic drugs or drug classes, with several intermediate states or phases. This field accepts terms under antimicrobial phenotype (http://purl.obolibrary.org/obo/ARO_3004299).	ARO
MIXS:0001235	spikein_AMR	food-human foods	Expected value	measurement value ARO:3004299	ARO
MIXS:0001235	spikein_AMR	food-human foods	Example	wild type [ARO:3004432]	ARO
MIXS:0001169	spikein_growth_med	food-human foods	Definition	A liquid or gel containing nutrients, salts, and other factors formulated to support the growth of microorganisms, cells, or plants (National Cancer Institute Thesaurus).  A growth medium is a culture medium which has the disposition to encourage growth of particular bacteria to the exclusion of others in the same growth environment.  In this case, list the culture medium used to propagate the spike-in bacteria during preparation of spike-in inoculum. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the spike in growth media.	MICRO
MIXS:0001169	spikein_growth_med	food-human foods	Expected value	MICRO:0000067	MICRO
MIXS:0001169	spikein_growth_med	food-human foods	Example	LB broth [MCO:0000036]	MCO
MIXS:0001167	spikein_org	food-human foods	Definition	Taxonomic information about the spike-in organism(s). This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes.	NCIT
MIXS:0001167	spikein_org	food-human foods	Expected value	NCIT:C14250 or NCBI taxid	NCIT
MIXS:0001167	spikein_org	food-human foods	Example	Listeria monocytogenes [NCIT:C86502]|28901	NCIT
MIXS:0001168	spikein_serovar	food-human foods	Definition	Taxonomic information about the spike-in organism(s) at the serovar or serotype level. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes.	NCIT
MIXS:0001168	spikein_serovar	food-human foods	Expected value	NCIT:C14250 or antigenic formula or serovar name	NCIT
MIXS:0001168	spikein_serovar	food-human foods	Example	Escherichia coli strain O157:H7 [NCIT:C86883]|83334	NCIT
MIXS:0001170	spikein_strain	food-human foods	Definition	Taxonomic information about the spike-in organism(s) at the strain level. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes.	NCIT
MIXS:0001170	spikein_strain	food-human foods	Expected value	NCIT:C14250 or NCBI taxid or text	NCIT
MIXS:0001236	study_design	food-human foods	Definition	A plan specification comprised of protocols (which may specify how and what kinds of data will be gathered) that are executed as part of an investigation and is realized during a study design execution. This field accepts terms under study design (http://purl.obolibrary.org/obo/OBI_0500000). If the proper descriptor is not listed please use text to describe the study design. Multiple terms can be separated by pipes.	OBI
MIXS:0001236	study_design	food-human foods	Expected value	OBI:0500000	OBI
MIXS:0001236	study_design	food-human foods	Example	in vitro design [OBI:0001285]	OBI
MIXS:0001240	study_tmnt	food-human foods	Definition	A process in which the act is intended to modify or alter some other material entity.  From the study design, each treatment is comprised of one level of one or multiple factors. This field accepts terms listed under treatment (http://purl.obolibrary.org/obo/MCO_0000866). If the proper descriptor is not listed please use text to describe the study treatment. Multiple terms can be separated by one or more pipes.	MCO
MIXS:0001240	study_tmnt	food-human foods	Expected value	MCO:0000866	MCO
MIXS:0000010	geo_loc_name	food-animal and animal feed	Definition	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (http://purl.bioontology.org/ontology/GAZ)	GAZ
MIXS:0000010	geo_loc_name	food-animal and animal feed	Expected value	country or sea name (INSDC or GAZ): region(GAZ), specific location name	GAZ
MIXS:0000050	seq_meth	food-animal and animal feed	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	food-animal and animal feed	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	food-animal and animal feed	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000002	samp_collect_device	food-animal and animal feed	Definition	The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).	ENVO
MIXS:0000002	samp_collect_device	food-animal and animal feed	Example	swab, biopsy, niskin bottle, push core, drag swab [GENEPIO:0002713]	GENEPIO
MIXS:0000008	experimental_factor	food-animal and animal feed	Definition	Variable aspects of an experiment design that can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI).	OBI
MIXS:0000008	experimental_factor	food-animal and animal feed	Expected value	text or EFO and/or OBI	OBI
MIXS:0001183	coll_site_geo_feat	food-animal and animal feed	Definition	Text or terms that describe the geographic feature where the food sample was obtained by the researcher. This field accepts selected terms listed under the following ontologies: anthropogenic geographic feature (http://purl.obolibrary.org/obo/ENVO_00000002), for example agricultural fairground [ENVO:01000986]; garden [ENVO:00000011} or any of its subclasses; market [ENVO:01000987]; water well [ENVO:01000002]; or human construction (http://purl.obolibrary.org/obo/ENVO_00000070).	ENVO
MIXS:0001183	coll_site_geo_feat	food-animal and animal feed	Expected value	ENVO:00000002 or ENVO:00000070	ENVO
MIXS:0001183	coll_site_geo_feat	food-animal and animal feed	Example	farm [ENVO:00000078]	ENVO
MIXS:0001207	food_origin	food-animal and animal feed	Definition	A reference to a place on the Earth, by its name or by its geographical location that describes the origin of the food commodity, either in terms of its cultivation or production. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448).	GAZ
MIXS:0001211	food_prod	food-animal and animal feed	Definition	Descriptors of the food production system or of the agricultural environment and growing conditions related to the farm production system, such as wild caught, organic, free-range, industrial, dairy, beef,  domestic or cultivated food production. This field accepts terms listed under food production (http://purl.obolibrary.org/obo/FOODON_03530206). Multiple terms may apply and can be separated by pipes.	FOODON
MIXS:0001211	food_prod	food-animal and animal feed	Expected value	FOODON:03530206	FOODON
MIXS:0001211	food_prod	food-animal and animal feed	Example	organic plant cultivation [FOODON:03530253]	FOODON
MIXS:0001184	food_product_type	food-animal and animal feed	Definition	A food product type is a class of food products that is differentiated by its food composition (e.g., single- or multi-ingredient), processing and/or consumption characteristics. This does not include brand name products but it may include generic food dish categories. This field accepts terms under food product type (http://purl.obolibrary.org/obo/FOODON:03400361). For terms related to food product for an animal, consult food product for animal (http://purl.obolibrary.org/obo/FOODON_03309997). If the proper descriptor is not listed please use text to describe the food type. Multiple terms can be separated by one or more pipes.	FOODON
MIXS:0001184	food_product_type	food-animal and animal feed	Expected value	FOODON:00001002 or FOODON:03309997	FOODON
MIXS:0001184	food_product_type	food-animal and animal feed	Example	shrimp (peeled, deep-frozen) [FOODON:03317171]	FOODON
MIXS:0001139	food_source	food-animal and animal feed	Expected value	FOODON term	FOODON
MIXS:0001139	food_source	food-animal and animal feed	Example	giant tiger prawn [FOODON:03412612]	FOODON
MIXS:0001144	intended_consumer	food-animal and animal feed	Definition	Food consumer type, human or animal, for which the food product is produced and marketed. This field accepts terms listed under food consumer group (http://purl.obolibrary.org/obo/FOODON_03510136) or NCBI taxid.	FOODON
MIXS:0001144	intended_consumer	food-animal and animal feed	Expected value	FOODON_03510136 or NCBI taxid	FOODON
MIXS:0001144	intended_consumer	food-animal and animal feed	Example	9606 o rsenior as food consumer [FOODON:03510254] 	FOODON
MIXS:0001130	animal_diet	food-animal and animal feed	Definition	If the isolate is from a food animal, the type of diet eaten by the food animal.  Please list the main food staple and the setting, if appropriate.  For a list of acceptable animal feed terms or categories, please see http://www.feedipedia.org.  Multiple terms may apply and can be separated by pipes |Food product for animal covers foods intended for consumption by domesticated animals. Consult http://purl.obolibrary.org/obo/FOODON_03309997. If the proper descriptor is not listed please use text to describe the food type. Multiple terms can be separated by one or more pipes. If the proper descriptor is not listed please use text to describe the food product type.	FOODON
MIXS:0001130	animal_diet	food-animal and animal feed	Expected value	text or FOODON_03309997	FOODON
MIXS:0001130	animal_diet	food-animal and animal feed	Example	Hay [FOODON:03301763]	FOODON
MIXS:0001113	animal_feed_equip	food-animal and animal feed	Definition	Description of the feeding equipment used for livestock. This field accepts terms listed under feed delivery (http://opendata.inra.fr/EOL/EOL_0001757). Multiple terms can be separated by pipes.	EO
MIXS:0001113	animal_feed_equip	food-animal and animal feed	Expected value	EOL:0001757	EO
MIXS:0001113	animal_feed_equip	food-animal and animal feed	Example	self feeding [EOL:0001645]| straight feed trough [EOL:0001661]	EO
MIXS:0001180	animal_housing	food-animal and animal feed	Definition	Description of the housing system of the livestock. This field accepts terms listed under terrestrial management housing system (http://opendata.inra.fr/EOL/EOL_0001605).	EO
MIXS:0001180	animal_housing	food-animal and animal feed	Expected value	EOL:0001605	EO
MIXS:0001180	animal_housing	food-animal and animal feed	Example	pen rearing system [EOL:0001636]	EO
MIXS:0001194	bacterial_density	food-animal and animal feed	Definition	Number of bacteria in sample, as defined by bacteria density (http://purl.obolibrary.org/obo/GENEPIO_0000043).	GENEPIO
MIXS:0001118	cult_result_org	food-animal and animal feed	Expected value	NCIT:C14250 or NCBI taxid	NCIT
MIXS:0001118	cult_result_org	food-animal and animal feed	Example	Listeria monocytogenes [NCIT:C86502]	NCIT
MIXS:0001119	cult_target	food-animal and animal feed	Definition	The target microbial analyte in terms of investigation scope. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy.	NCIT
MIXS:0001119	cult_target	food-animal and animal feed	Expected value	NCIT:C14250 or NCBI taxid or culture independent	NCIT
MIXS:0001119	cult_target	food-animal and animal feed	Example	Listeria monocytogenes [NCIT:C86502]	NCIT
MIXS:0001200	food_additive	food-animal and animal feed	Definition	A substance or substances added to food to maintain or improve safety and freshness, to improve or maintain nutritional value, or improve taste, texture and appearance.  This field accepts terms listed under food additive (http://purl.obolibrary.org/obo/FOODON_03412972). Multiple terms can be separated by one or more pipes, but please consider limiting this list to the top 5 ingredients listed in order as on the food label.  See also, https://www.fda.gov/food/food-ingredients-packaging/overview-food-ingredients-additives-colors.	FOODON
MIXS:0001200	food_additive	food-animal and animal feed	Expected value	FOODON:03412972	FOODON
MIXS:0001200	food_additive	food-animal and animal feed	Example	xanthan gum [FOODON:03413321]	FOODON
MIXS:0001131	food_contact_surf	food-animal and animal feed	Definition	The specific container or coating materials in direct contact with the food. Multiple values can be assigned.  This field accepts terms listed under food contact surface (http://purl.obolibrary.org/obo/FOODON_03500010).	FOODON
MIXS:0001131	food_contact_surf	food-animal and animal feed	Expected value	FOODON:03500010	FOODON
MIXS:0001131	food_contact_surf	food-animal and animal feed	Example	cellulose acetate [FOODON:03500034]	FOODON
MIXS:0001132	food_contain_wrap	food-animal and animal feed	Definition	Type of container or wrapping defined by the main container material, the container form, and the material of the liner lids or ends. Also type of container or wrapping by form; prefer description by material first, then by form. This field accepts terms listed under food container or wrapping (http://purl.obolibrary.org/obo/FOODON_03490100).	FOODON
MIXS:0001132	food_contain_wrap	food-animal and animal feed	Expected value	FOODON:03490100	FOODON
MIXS:0001132	food_contain_wrap	food-animal and animal feed	Example	Plastic shrink-pack [FOODON:03490137]	FOODON
MIXS:0001202	food_cooking_proc	food-animal and animal feed	Definition	The transformation of raw food by the application of heat. This field accepts terms listed under food cooking (http://purl.obolibrary.org/obo/FOODON_03450002).	FOODON
MIXS:0001202	food_cooking_proc	food-animal and animal feed	Expected value	FOODON:03450002	FOODON
MIXS:0001202	food_cooking_proc	food-animal and animal feed	Example	food blanching [FOODON:03470175]	FOODON
MIXS:0001203	food_dis_point	food-animal and animal feed	Definition	A reference to a place on the Earth, by its name or by its geographical location that refers to a distribution point along the food chain. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448). Reference: Adam Diamond, James Barham. Moving Food Along the Value Chain: Innovations in Regional Food Distribution. U.S. Dept. of Agriculture, Agricultural Marketing Service. Washington, DC. March 2012. http://dx.doi.org/10.9752/MS045.03-2012.	GAZ
MIXS:0001204	food_dis_point_city	food-animal and animal feed	Definition	A reference to a place on the Earth, by its name or by its geographical location that refers to a distribution point along the food chain. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448). Reference: Adam Diamond, James Barham. Moving Food Along the Value Chain: Innovations in Regional Food Distribution. U.S. Dept. of Agriculture, Agricultural Marketing Service. Washington, DC. March 2012. http://dx.doi.org/10.9752/MS045.03-2012.	GAZ
MIXS:0001204	food_dis_point_city	food-animal and animal feed	Expected value	GAZ:00000448	GAZ
MIXS:0001204	food_dis_point_city	food-animal and animal feed	Example	Atlanta[GAZ:00004445]	GAZ
MIXS:0001205	food_ingredient	food-animal and animal feed	Definition	In this field, please list individual ingredients for multi-component food [FOODON:00002501] and simple foods that is not captured in food_type.  Please use terms that are present in FoodOn.  Multiple terms can be separated by one or more pipes |, but please consider limiting this list to the top 5 ingredients listed in order as on the food label.  See also, https://www.fda.gov/food/food-ingredients-packaging/overview-food-ingredients-additives-colors.	FOODON
MIXS:0001205	food_ingredient	food-animal and animal feed	Expected value	FOODON	FOODON
MIXS:0001205	food_ingredient	food-animal and animal feed	Example	bean (whole) [FOODON:00002753]	FOODON
MIXS:0001209	food_pack_integrity	food-animal and animal feed	Definition	A term label and term id to describe the state of the packing material and text to explain the exact condition.  This field accepts terms listed under food packing medium integrity (http://purl.obolibrary.org/obo/FOODON_03530218).	FOODON
MIXS:0001209	food_pack_integrity	food-animal and animal feed	Expected value	FOODON:03530218	FOODON
MIXS:0001209	food_pack_integrity	food-animal and animal feed	Example	food packing medium compromised [FOODON:00002517]	FOODON
MIXS:0001134	food_pack_medium	food-animal and animal feed	Definition	The medium in which the food is packed for preservation and handling or the medium surrounding homemade foods, e.g., peaches cooked in sugar syrup. The packing medium may provide a controlled environment for the food. It may also serve to improve palatability and consumer appeal.  This includes edible packing media (e.g. fruit juice), gas other than air (e.g. carbon dioxide), vacuum packed, or packed with aerosol propellant. This field accepts terms under food packing medium (http://purl.obolibrary.org/obo/FOODON_03480020). Multiple terms may apply and can be separated by pipes.	FOODON
MIXS:0001134	food_pack_medium	food-animal and animal feed	Expected value	FOODON:03480020	FOODON
MIXS:0001134	food_pack_medium	food-animal and animal feed	Example	packed in fruit juice [FOODON:03480039]	FOODON
MIXS:0001135	food_preserv_proc	food-animal and animal feed	Definition	The methods contributing to the prevention or retardation of microbial, enzymatic or oxidative spoilage and thus to the extension of shelf life. This field accepts terms listed under food preservation process (http://purl.obolibrary.org/obo/FOODON_03470107).	FOODON
MIXS:0001135	food_preserv_proc	food-animal and animal feed	Expected value	FOODON:03470107	FOODON
MIXS:0001135	food_preserv_proc	food-animal and animal feed	Example	food slow freezing [FOODON:03470128]	FOODON
MIXS:0001210	food_prior_contact	food-animal and animal feed	Definition	The material the food contacted (e.g., was processed in) prior to packaging. This field accepts terms listed under material of contact prior to food packaging (http://purl.obolibrary.org/obo/FOODON_03530077). If the proper descriptor is not listed please use text to describe the material of contact prior to food packaging.	FOODON
MIXS:0001210	food_prior_contact	food-animal and animal feed	Expected value	FOODON:03530077	FOODON
MIXS:0001210	food_prior_contact	food-animal and animal feed	Example	processed in stainless steel container [FOODON:03530081]	FOODON
MIXS:0001213	food_product_qual	food-animal and animal feed	Definition	"Descriptors for describing food visually or via other senses, which is useful for tasks like food inspection where little prior knowledge of how the food came to be is available. Some terms like ""food (frozen)"" are both a quality descriptor and the output of a process. This field accepts terms listed under food product by quality (http://purl.obolibrary.org/obo/FOODON_00002454)."	FOODON
MIXS:0001213	food_product_qual	food-animal and animal feed	Expected value	FOODON:00002454	FOODON
MIXS:0001213	food_product_qual	food-animal and animal feed	Example	raw [FOODON:03311126]	FOODON
MIXS:0001137	food_trav_mode	food-animal and animal feed	Definition	A descriptor for the method of movement of food commodity along the food distribution system.  This field accepts terms listed under travel mode (http://purl.obolibrary.org/obo/GENEPIO_0001064). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes.	GENEPIO
MIXS:0001137	food_trav_mode	food-animal and animal feed	Expected value	GENEPIO:0001064	GENEPIO
MIXS:0001137	food_trav_mode	food-animal and animal feed	Example	train travel [GENEPIO:0001060]	GENEPIO
MIXS:0001138	food_trav_vehic	food-animal and animal feed	Definition	A descriptor for the mobile machine which is used to transport food commodities along the food distribution system.  This field accepts terms listed under vehicle (http://purl.obolibrary.org/obo/ENVO_01000604). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes.	ENVO
MIXS:0001138	food_trav_vehic	food-animal and animal feed	Expected value	ENVO:01000604	ENVO
MIXS:0001138	food_trav_vehic	food-animal and animal feed	Example	aircraft [ENVO:01001488]|car [ENVO:01000605]	ENVO
MIXS:0001140	food_treat_proc	food-animal and animal feed	Definition	Used to specifically characterize a food product based on the treatment or processes applied to the product or any indexed ingredient. The processes include adding, substituting or removing components or modifying the food or component, e.g., through fermentation. Multiple values can be assigned. This fields accepts terms listed under food treatment process (http://purl.obolibrary.org/obo/FOODON_03460111).	FOODON
MIXS:0001140	food_treat_proc	food-animal and animal feed	Expected value	FOODON:03460111	FOODON
MIXS:0001140	food_treat_proc	food-animal and animal feed	Example	gluten removal process [FOODON:03460750]	FOODON
MIXS:0001215	HACCP_term	food-animal and animal feed	Definition	Hazard Analysis Critical Control Points (HACCP) food safety terms; This field accepts terms listed under HACCP guide food safety term (http://purl.obolibrary.org/obo/FOODON_03530221).	FOODON
MIXS:0001215	HACCP_term	food-animal and animal feed	Expected value	FOODON:03530221	FOODON
MIXS:0001215	HACCP_term	food-animal and animal feed	Example	tetrodotoxic poisoning [FOODON:03530249]	FOODON
MIXS:0001216	microb_cult_med	food-animal and animal feed	Definition	A culture medium used to select for, grow, and maintain prokaryotic microorganisms. Can be in either liquid (broth) or solidified (e.g. with agar) forms. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the culture medium.	MICRO
MIXS:0001216	microb_cult_med	food-animal and animal feed	Expected value	MICRO:0000067	MICRO
MIXS:0001216	microb_cult_med	food-animal and animal feed	Example	brain heart infusion agar [MICRO:0000566]	MICRO
MIXS:0001149	part_plant_animal	food-animal and animal feed	Definition	The anatomical part of the organism being involved in food production or consumption; e.g., a carrot is the root of the plant (root vegetable). This field accepts terms listed under part of plant or animal (http://purl.obolibrary.org/obo/FOODON_03420116).	FOODON
MIXS:0001149	part_plant_animal	food-animal and animal feed	Expected value	FOODON:03420116	FOODON
MIXS:0001149	part_plant_animal	food-animal and animal feed	Example	chuck [FOODON:03530021]	FOODON
MIXS:0001154	samp_source_mat_cat	food-animal and animal feed	Definition	This is the scientific role or category that the subject organism or material has with respect to an investigation.  This field accepts terms listed under specimen source material category (http://purl.obolibrary.org/obo/GENEPIO_0001237 or http://purl.obolibrary.org/obo/OBI_0100051).	GENEPIO
MIXS:0001154	samp_source_mat_cat	food-animal and animal feed	Expected value	GENEPIO:0001237	GENEPIO
MIXS:0001154	samp_source_mat_cat	food-animal and animal feed	Example	environmental (swab or sampling) [GENEPIO:0001732]	GENEPIO
MIXS:0001228	samp_stor_device	food-animal and animal feed	Definition	The container used to store the  sample. This field accepts terms listed under container (http://purl.obolibrary.org/obo/NCIT_C43186). If the proper descriptor is not listed please use text to describe the storage device.	NCIT
MIXS:0001228	samp_stor_device	food-animal and animal feed	Expected value	NCIT:C4318	NCIT
MIXS:0001228	samp_stor_device	food-animal and animal feed	Example	Whirl Pak sampling bag [GENEPIO:0002122]	GENEPIO
MIXS:0001229	samp_stor_media	food-animal and animal feed	Definition	The liquid that is added to the sample collection device prior to sampling. If the sample is pre-hydrated, indicate the liquid media the sample is pre-hydrated with for storage purposes. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the sample storage media.	MICRO
MIXS:0001229	samp_stor_media	food-animal and animal feed	Expected value	MICRO:0000067	MICRO
MIXS:0001229	samp_stor_media	food-animal and animal feed	Example	peptone water medium [MICRO:0000548]	MICRO
MIXS:0001157	serovar_or_serotype	food-animal and animal feed	Definition	A characterization of a cell or microorganism based on the antigenic properties of the molecules on its surface. Indicate the name of a serovar or serotype of interest. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy.	NCIT
MIXS:0001157	serovar_or_serotype	food-animal and animal feed	Expected value	NCIT:C14250 or NCBI taxid	NCIT
MIXS:0001157	serovar_or_serotype	food-animal and animal feed	Example	Escherichia coli strain O157:H7 [NCIT:C86883]	NCIT
MIXS:0001235	spikein_AMR	food-animal and animal feed	Definition	Qualitative description of a microbial response to antimicrobial agents. Bacteria may be susceptible or resistant to a broad range of antibiotic drugs or drug classes, with several intermediate states or phases. This field accepts terms under antimicrobial phenotype (http://purl.obolibrary.org/obo/ARO_3004299).	ARO
MIXS:0001235	spikein_AMR	food-animal and animal feed	Expected value	measurement value ARO:3004299	ARO
MIXS:0001235	spikein_AMR	food-animal and animal feed	Example	wild type [ARO:3004432]	ARO
MIXS:0001169	spikein_growth_med	food-animal and animal feed	Definition	A liquid or gel containing nutrients, salts, and other factors formulated to support the growth of microorganisms, cells, or plants (National Cancer Institute Thesaurus).  A growth medium is a culture medium which has the disposition to encourage growth of particular bacteria to the exclusion of others in the same growth environment.  In this case, list the culture medium used to propagate the spike-in bacteria during preparation of spike-in inoculum. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the spike in growth media.	MICRO
MIXS:0001169	spikein_growth_med	food-animal and animal feed	Expected value	MICRO:0000067	MICRO
MIXS:0001169	spikein_growth_med	food-animal and animal feed	Example	LB broth [MCO:0000036]	MCO
MIXS:0001167	spikein_org	food-animal and animal feed	Definition	Taxonomic information about the spike-in organism(s). This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes.	NCIT
MIXS:0001167	spikein_org	food-animal and animal feed	Expected value	NCIT:C14250 or NCBI taxid	NCIT
MIXS:0001167	spikein_org	food-animal and animal feed	Example	Listeria monocytogenes [NCIT:C86502]|28901	NCIT
MIXS:0001168	spikein_serovar	food-animal and animal feed	Definition	Taxonomic information about the spike-in organism(s) at the serovar or serotype level. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes.	NCIT
MIXS:0001168	spikein_serovar	food-animal and animal feed	Expected value	NCIT:C14250 or antigenic formula or serovar name	NCIT
MIXS:0001168	spikein_serovar	food-animal and animal feed	Example	Escherichia coli strain O157:H7 [NCIT:C86883]|83334	NCIT
MIXS:0001170	spikein_strain	food-animal and animal feed	Definition	Taxonomic information about the spike-in organism(s) at the strain level. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes.	NCIT
MIXS:0001170	spikein_strain	food-animal and animal feed	Expected value	NCIT:C14250 or NCBI taxid or text	NCIT
MIXS:0001236	study_design	food-animal and animal feed	Definition	A plan specification comprised of protocols (which may specify how and what kinds of data will be gathered) that are executed as part of an investigation and is realized during a study design execution. This field accepts terms under study design (http://purl.obolibrary.org/obo/OBI_0500000). If the proper descriptor is not listed please use text to describe the study design. Multiple terms can be separated by pipes.	OBI
MIXS:0001236	study_design	food-animal and animal feed	Expected value	OBI:0500000	OBI
MIXS:0001236	study_design	food-animal and animal feed	Example	in vitro design [OBI:0001285]	OBI
MIXS:0001240	study_tmnt	food-animal and animal feed	Definition	A process in which the act is intended to modify or alter some other material entity.  From the study design, each treatment is comprised of one level of one or multiple factors. This field accepts terms listed under treatment (http://purl.obolibrary.org/obo/MCO_0000866). If the proper descriptor is not listed please use text to describe the study treatment. Multiple terms can be separated by one or more pipes.	MCO
MIXS:0001240	study_tmnt	food-animal and animal feed	Expected value	MCO:0000866	MCO
MIXS:0000010	geo_loc_name	food-food production facility	Definition	The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (http://purl.bioontology.org/ontology/GAZ)	GAZ
MIXS:0000010	geo_loc_name	food-food production facility	Expected value	country or sea name (INSDC or GAZ): region(GAZ), specific location name	GAZ
MIXS:0000050	seq_meth	food-food production facility	Definition	Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).	OBI
MIXS:0000050	seq_meth	food-food production facility	Expected value	Text or OBI	OBI
MIXS:0000050	seq_meth	food-food production facility	Example	454 Genome Sequencer FLX [OBI:0000702]	OBI
MIXS:0000002	samp_collect_device	food-food production facility	Definition	The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).	ENVO
MIXS:0000008	experimental_factor	food-food production facility	Definition	Variable aspects of an experiment design that can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI).	OBI
MIXS:0000008	experimental_factor	food-food production facility	Expected value	text or EFO and/or OBI	OBI
